City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,nabire,-3.3667,135.4833,27.16,86,100,0.91,ID,1715681283
368,tanabe,33.7333,135.3667,16.14,80,49,0.53,JP,1715681283
369,xinpu,34.5997,119.1594,25.47,47,0,3.6,CN,1715681284
370,vilhena,-12.7406,-60.1458,19.33,93,71,1.84,BR,1715681284
371,nizhneudinsk,54.9076,99.0276,26.35,22,52,2.82,RU,1715681284
372,catriel,-37.8791,-67.7956,4.67,69,28,3.69,AR,1715681285
373,minas de marcona,-15.2119,-75.1103,14.27,84,72,4.19,PE,1715681285
374,iglino,54.8324,56.4126,10.05,42,97,4.43,RU,1715681286
375,launceston,-41.45,147.1667,11.56,70,40,5.14,AU,1715681106
376,fort st. john,56.2499,-120.8529,7.97,57,100,3.17,CA,1715681286
377,namie,37.4833,141.0,12.77,87,0,0.9,JP,1715681140
378,verkhovazh'ye,60.7472,42.0465,6.19,37,19,1.7,RU,1715681286
379,nizhneangarsk,55.7833,109.55,4.45,57,61,2.24,RU,1715681286
380,bengkulu,-3.8004,102.2655,28.48,78,79,0.74,ID,1715680943
381,wynyard,-41.0,145.7167,10.92,89,86,2.95,AU,1715681286
382,walvis bay,-22.9575,14.5053,28.28,29,54,1.09,NA,1715681255
383,egilsstadir,65.2653,-14.3948,4.91,64,55,2.15,IS,1715681287
384,lerwick,60.1545,-1.1494,13.0,90,100,8.23,GB,1715681287
385,sitia,35.2,26.0986,23.32,63,0,3.16,GR,1715681287
386,celestun,20.8667,-90.4,26.9,76,34,7.3,MX,1715681287
387,pangai,-19.8,-174.35,26.5,80,100,9.61,TO,1715681287
388,keflavik,64.0049,-22.5624,6.24,70,40,5.66,IS,1715681288
389,manghit,42.1156,60.0597,23.8,54,95,3.26,UZ,1715681288
390,smiltene,57.4244,25.9016,15.73,58,93,2.23,LV,1715681288
391,petrolina,-9.3986,-40.5008,26.03,78,0,0.51,BR,1715681288
392,jamestown,42.097,-79.2353,15.77,78,0,3.6,US,1715681289
393,coahuayana de hidalgo,18.7,-103.6583,21.44,71,2,1.2,MX,1715681289
394,meadow lake,34.8014,-106.5436,15.56,46,9,2.4,US,1715681289
395,geneina,13.45,22.45,38.44,9,93,6.92,SD,1715680996
396,kuhdasht,33.535,47.6061,23.89,25,0,4.64,IR,1715681289
397,port douglas,-16.4833,145.4667,24.1,87,43,5.77,AU,1715681290
398,sao miguel do araguaia,-13.275,-50.1628,21.3,68,3,2.03,BR,1715681290
399,vilyuysk,63.7553,121.6247,6.11,48,100,2.68,RU,1715681290
400,bhimunipatnam,17.8833,83.4333,34.73,65,13,6.69,IN,1715681290
401,susuman,62.7833,148.1667,-0.01,84,92,3.58,RU,1715681291
402,huntsville,34.7304,-86.5861,19.32,90,100,3.09,US,1715681291
403,jiexiu,37.0244,111.9125,31.47,14,0,2.76,CN,1715681291
404,papao,-17.75,-149.55,24.82,72,8,11.04,PF,1715681291
405,acapulco de juarez,16.8634,-99.8901,24.9,83,40,0.0,MX,1715681176
406,selkirk,50.1436,-96.8845,8.37,83,78,0.45,CA,1715681292
407,quelimane,-17.8786,36.8883,28.54,47,1,3.95,MZ,1715681189
408,saipan,15.1355,145.701,29.39,74,0,4.12,MP,1715681117
409,luderitz,-26.6481,15.1594,22.5,51,1,4.27,NA,1715681147
410,side,36.7667,31.3885,23.29,42,6,4.26,TR,1715681292
411,rosales,15.8944,120.6328,29.91,80,100,3.63,PH,1715681293
412,le mars,42.7942,-96.1656,10.76,87,0,2.06,US,1715681293
413,smirnovo,54.5125,69.4222,12.01,43,100,5.78,KZ,1715680996
414,magong,23.5654,119.5863,23.39,86,2,10.42,TW,1715681293
415,huarmey,-10.0681,-78.1522,18.73,88,70,1.91,PE,1715681293
416,labytnangi,66.6572,66.4183,-2.01,79,66,1.98,RU,1715681294
417,gebeit,21.0667,36.3167,34.21,16,0,2.37,SD,1715681294
418,bamboo flat,11.7,92.7167,32.05,70,40,3.09,IN,1715681294
419,kabansk,52.0486,106.6528,20.67,30,4,1.14,RU,1715681294
420,kyren,51.6828,102.1408,24.97,16,66,2.68,RU,1715681294
421,ketchikan,55.3422,-131.6461,9.26,93,100,4.12,US,1715681294
422,kili,5.6439,169.1211,28.39,79,100,4.68,MH,1715681294
423,ust'-ilimsk,58.0006,102.6619,20.24,27,99,5.36,RU,1715681295
424,guiratinga,-16.3494,-53.7583,17.27,90,0,1.02,BR,1715681295
425,kirakira,-10.4544,161.9205,27.2,88,100,5.33,SB,1715681295
426,ceeldheer,3.8488,47.1806,33.14,56,72,8.03,SO,1715681155
427,kisangani,0.5167,25.2,33.16,49,100,2.18,CD,1715681057
428,touros,-5.1989,-35.4608,26.37,87,96,4.49,BR,1715681295
429,alakurtti,66.9672,30.3491,3.01,100,100,0.41,RU,1715681296
430,evanston,42.0411,-87.6901,14.76,89,100,4.63,US,1715681296
431,yolbasi,37.3889,41.3171,18.09,50,27,4.06,TR,1715681296
432,san luis rio colorado,32.4631,-114.7767,23.83,27,1,4.32,MX,1715681297
433,newman,37.3138,-121.0208,17.36,76,62,2.24,US,1715681297
434,viisoara,46.55,23.9167,18.54,51,18,2.63,RO,1715681297
435,horsham,51.064,-0.3272,15.7,83,75,4.12,GB,1715681119
436,kittila,67.6647,24.8936,2.97,100,100,1.43,FI,1715681298
437,opava,49.9387,17.9026,20.9,100,4,1.79,CZ,1715681298
438,praia da vitoria,38.7333,-27.0667,16.53,68,93,5.62,PT,1715681299
439,georgetown,5.4112,100.3354,30.96,79,20,2.06,MY,1715681299
440,olinda,-8.0089,-34.8553,26.85,94,40,2.06,BR,1715681299
441,cidreira,-30.1811,-50.2056,12.86,74,76,5.07,BR,1715681299
442,colonia menno,-22.3667,-59.8167,13.05,77,100,5.46,PY,1715681300
443,midland,31.9974,-102.0779,18.05,62,0,0.0,US,1715681301
444,santa cruz,-17.8,-63.1667,12.72,72,100,6.76,BO,1715681301
445,tralee,52.2704,-9.7026,12.14,87,75,2.06,IE,1715681301
446,rio hato,8.3833,-80.1667,28.04,87,100,3.67,PA,1715681302
447,trairi,-3.2778,-39.2689,25.05,93,45,2.34,BR,1715681302
448,zhangye,38.9342,100.4517,29.57,14,1,10.04,CN,1715681302
449,ola,59.5833,151.2833,3.97,87,94,0.9,RU,1715681303
450,vila franca do campo,37.7167,-25.4333,18.27,99,80,3.69,PT,1715681303
451,tidjikja,18.5564,-11.4271,36.23,11,76,5.53,MR,1715681304
452,estrela,-28.0611,-50.9383,8.59,96,100,2.68,BR,1715681304
453,freetown,8.484,-13.2299,29.69,73,100,2.36,SL,1715681304
454,cromwell,41.5951,-72.6454,12.62,93,40,2.57,US,1715681304
455,funafuti,-8.5243,179.1942,29.33,76,98,6.59,TV,1715681304
456,wellington,-41.2866,174.7756,12.81,90,75,5.66,NZ,1715681054
457,labrador city,52.9463,-66.9114,5.88,67,99,2.51,CA,1715681305
458,tamanrasset,22.785,5.5228,31.95,7,0,3.09,DZ,1715681305
459,taveta,-3.3963,37.6736,27.11,59,90,3.71,KE,1715681305
460,altai,46.3722,96.2583,17.69,24,95,10.8,MN,1715681306
461,hinton,53.4001,-117.5857,4.79,93,45,1.7,CA,1715681053
462,san patricio,28.017,-97.5169,23.25,90,36,1.67,US,1715681306
463,nova sintra,14.8667,-24.7167,20.52,78,4,9.31,CV,1715681306
464,hanzhong,33.0728,107.0303,27.43,51,93,3.14,CN,1715681307
465,tsiombe,-25.3,45.4833,24.46,64,87,8.05,MG,1715681307
466,xinji,37.9028,115.2036,31.96,19,11,9.15,CN,1715681307
467,rongelap,11.1635,166.8941,27.3,85,96,9.15,MH,1715681307
468,shenkursk,62.1091,42.896,5.7,63,88,1.27,RU,1715681307
469,misratah,32.3754,15.0925,31.07,26,27,7.42,LY,1715681211
470,chokwe,-24.5333,32.9833,26.22,55,74,3.42,MZ,1715681308
471,sao sebastiao do passe,-12.5125,-38.4953,25.75,94,26,0.34,BR,1715681308
472,katabu,-4.9333,122.5167,25.61,91,84,2.06,ID,1715681308
473,oum hadjer,13.2954,19.6966,41.59,8,61,6.25,TD,1715681308
474,barra de santo antonio,-9.4047,-35.5072,25.6,84,49,1.0,BR,1715681308
475,benguela,-12.5763,13.4055,29.05,65,59,3.16,AO,1715681309
476,geraldton,-28.7667,114.6,23.23,60,90,7.2,AU,1715681230
477,santana,-0.0583,-51.1817,25.1,94,100,1.54,BR,1715681309
478,myitkyina,25.3833,97.4,39.35,23,28,1.24,MM,1715681242
479,pisco,-13.7,-76.2167,17.03,82,77,1.54,PE,1715681310
480,fisterra,42.9049,-9.2629,13.75,74,22,9.03,ES,1715681310
481,dolinsk,47.35,142.8,10.64,66,99,5.38,RU,1715681271
482,faya-largeau,17.9257,19.1043,38.78,10,42,9.97,TD,1715681310
483,saint-joseph,-21.3667,55.6167,27.21,67,49,5.3,RE,1715681311
484,glace bay,46.1969,-59.957,7.72,89,37,3.13,CA,1715681311
485,boende,-0.2167,20.8667,29.3,64,99,2.25,CD,1715681058
486,mil'kovo,55.6078,37.7956,12.41,53,90,2.48,RU,1715681311
487,achinsk,56.2694,90.4993,26.5,21,0,5.36,RU,1715681312
488,tra vinh,9.9347,106.3453,32.16,60,96,4.28,VN,1715681312
489,arkalyk,50.2486,66.9114,18.45,54,100,4.09,KZ,1715681312
490,dowlatabad,32.7998,51.6955,28.82,16,40,9.26,IR,1715681312
491,salinas,36.6777,-121.6555,11.66,89,100,2.57,US,1715681312
492,uturoa,-16.7333,-151.4333,27.6,67,95,9.66,PF,1715681313
493,yass,-34.8333,148.9167,11.13,86,0,1.41,AU,1715681314
494,paragominas,-2.9667,-47.4833,23.37,98,96,1.03,BR,1715681314
495,gisborne,-38.6533,178.0042,10.95,83,100,2.74,NZ,1715680728
496,nanzhang chengguanzhen,31.7839,111.8275,30.03,48,91,2.29,CN,1715681315
497,mocimboa,-11.3167,40.35,28.28,61,14,5.48,MZ,1715681315
498,prince rupert,54.3161,-130.3201,8.38,93,100,3.64,CA,1715681315
499,nuku'alofa,-21.1333,-175.2,25.19,83,75,5.66,TO,1715681050
500,dragalina,44.4333,27.3167,19.3,47,68,2.17,RO,1715681315
501,mangrol,21.1167,70.1167,32.07,61,9,7.32,IN,1715681315
502,shendi,16.6915,33.4341,40.99,13,11,7.98,SD,1715681029
503,lander,42.833,-108.7307,11.45,43,20,3.09,US,1715681316
504,khovd,48.0056,91.6419,23.45,24,97,3.6,MN,1715681316
505,sumberpucung,-8.1586,112.4829,24.5,88,31,1.58,ID,1715681316
506,eirunepe,-6.6603,-69.8736,21.72,99,100,1.04,BR,1715681316
507,ad dabbah,18.05,30.95,38.96,8,0,6.74,SD,1715681317
508,chibougamau,49.9168,-74.3659,8.79,100,100,1.54,CA,1715681317
509,gemena,3.25,19.7667,21.77,99,100,2.81,CD,1715681058
510,zetea,46.3833,25.3667,13.58,51,93,2.28,RO,1715681317
511,saint croix,17.7397,-64.7388,25.53,86,99,0.45,VI,1715681317
512,lusambo,-4.9667,23.45,31.66,53,98,1.25,CD,1715681317
513,pathein,16.7833,94.7333,36.38,38,53,6.91,MM,1715681318
514,pembroke,45.8168,-77.1162,10.66,92,90,1.77,CA,1715681318
515,austin,30.2672,-97.7431,20.4,88,0,1.54,US,1715681108
516,abu jibeha,11.4562,31.2285,39.77,11,92,1.83,SD,1715681318
517,son la,21.3167,103.9,28.22,63,87,1.17,VN,1715681059
518,mbandaka,0.0487,18.2603,24.55,91,100,3.67,CD,1715681058
519,vernon,50.2581,-119.2691,10.42,89,48,0.45,CA,1715681149
520,ambon,-3.6954,128.1814,28.26,95,40,0.51,ID,1715681320
521,kansanshi,-12.0951,26.4273,26.19,42,34,3.72,ZM,1715681320
522,saucillo,28.0167,-105.2833,16.79,17,77,0.82,MX,1715681320
523,ginir,7.1333,40.7,22.71,62,99,3.27,ET,1715681058
524,pytalovo,57.0679,27.9138,15.37,53,77,2.16,RU,1715681321
525,lorengau,-2.0226,147.2712,25.63,93,100,0.99,PG,1715681321
526,richards bay,-28.783,32.0377,25.46,61,30,3.58,ZA,1715681321
527,wanning,18.8003,110.3967,27.54,83,51,2.97,CN,1715681321
528,pervomayskoye,43.919,46.7102,17.11,43,100,1.68,RU,1715681047
529,suva,-18.1416,178.4415,24.71,94,75,4.12,FJ,1715681028
530,boysun,38.2061,67.1986,28.77,13,74,2.91,UZ,1715681322
531,usogorsk,63.4106,48.6872,-1.3,92,100,2.52,RU,1715681322
532,fang,19.9169,99.2145,30.69,52,47,1.94,TH,1715681322
533,samfya,-11.3649,29.5565,26.39,46,37,3.78,ZM,1715681322
534,sumenep,-7.0167,113.8667,27.92,76,55,3.32,ID,1715681323
535,northam,51.0333,-4.2167,16.48,84,70,8.69,GB,1715681323
536,hirara,24.8,125.2833,21.92,100,75,0.51,JP,1715681155
537,brisas de zicatela,15.8369,-97.0419,27.3,67,100,2.19,MX,1715681323
538,aykhal,66.0,111.5,1.84,93,100,11.83,RU,1715681324
539,puerto pilon,9.3644,-79.7933,27.1,92,98,2.25,PA,1715681324
540,san martin,-33.081,-68.4681,3.58,76,95,2.17,AR,1715681324
541,zorgo,12.2489,-0.6158,32.72,46,83,3.96,BF,1715681028
542,imbituba,-28.24,-48.6703,14.91,93,100,4.56,BR,1715681325
543,villa corzo,16.1667,-93.25,21.83,94,98,1.34,MX,1715681325
544,tabas,33.5959,56.9244,36.04,15,85,2.96,IR,1715681325
545,longgang,37.6508,120.3286,19.19,62,30,5.86,CN,1715681325
546,akrehamn,59.2667,5.1833,21.14,28,0,10.29,NO,1715681326
547,hammerfest,70.6634,23.6821,11.25,71,75,2.06,NO,1715681326
548,marsala,37.7966,12.4352,28.3,68,99,4.89,IT,1715681326
549,yung shue wan,22.2333,114.1167,27.96,66,3,0.45,HK,1715681326
550,pavlodar,52.3,76.95,19.89,60,40,6.0,KZ,1715681326
551,iskateley,67.6803,53.1512,-0.55,87,30,4.47,RU,1715681327
552,bondo,3.8146,23.6866,30.71,52,97,3.0,CD,1715681058
553,askoy,60.4092,5.226,22.75,33,0,5.66,NO,1715681327
554,las choapas,17.9333,-94.0833,27.82,68,80,2.51,MX,1715681327
555,mont-dore,-22.2833,166.5833,21.99,89,4,3.44,NC,1715681327
556,sisimiut,66.9395,-53.6735,-6.43,77,18,4.18,GL,1715681327
557,palangkaraya,-2.2,113.8333,26.98,89,76,1.33,ID,1715680909
558,huambo,-12.7761,15.7392,27.24,28,31,1.1,AO,1715681328
559,villa regina,-39.1,-67.0667,3.5,65,16,1.83,AR,1715681328
560,claveria,18.6074,121.0832,27.58,89,91,3.38,PH,1715681328
561,puerto armuelles,8.2833,-82.8667,26.72,77,100,1.79,PA,1715681328
562,semenov,56.7875,44.493,11.93,36,89,1.43,RU,1715681329
563,naliya,23.2667,68.8333,35.75,38,0,6.37,IN,1715681329
564,corner brook,48.9667,-57.9484,6.83,84,5,1.53,CA,1715681329
565,tolanaro,-25.0319,46.9987,24.03,73,88,4.82,MG,1715681329
566,souillac,-20.5167,57.5167,27.97,61,40,4.63,MU,1715681331
567,flying fish cove,-10.4217,105.6791,26.82,89,75,3.09,CX,1715681331
568,akjoujt,19.6969,-14.4164,34.8,12,33,6.1,MR,1715681331
569,peniche,39.3558,-9.3811,17.94,69,97,8.06,PT,1715681332
570,escalquens,43.5174,1.5589,12.84,95,100,3.08,FR,1715681332
571,sao paulo de olivenca,-3.3783,-68.8725,23.12,99,80,0.78,BR,1715681332
572,zaozersk,69.4005,32.4476,4.83,99,100,3.79,RU,1715681332
573,talara,-4.5772,-81.2719,20.91,78,64,6.55,PE,1715681333
574,murzuq,25.9155,13.9184,32.94,12,25,6.62,LY,1715681333
575,oak hill,37.9723,-81.1487,14.71,85,100,2.03,US,1715681333
576,chipinge,-20.1883,32.6236,20.1,63,23,4.05,ZW,1715681333
577,villa gesell,-37.2639,-56.973,8.77,68,100,6.93,AR,1715681333
578,palmer,42.1584,-72.3287,12.34,79,100,2.57,US,1715681333
579,saint-philippe,-21.3585,55.7679,27.77,70,65,4.95,RE,1715681334
580,pama,11.2497,0.7075,33.68,42,100,2.32,BF,1715681038
581,pontianak,-0.0333,109.3333,27.99,88,75,2.57,ID,1715681334
582,itamaraju,-17.0392,-39.5311,22.63,86,4,1.24,BR,1715681334
